title,lyrics
Serve The Servants,"['Teenage angst has paid off well', ""Now I'm bored and old"", 'Self-appointed judges judge', 'More than they have sold', ""If she floats than she's not"", 'A witch like we had thought', 'A down payment on another', ""One at Salem's lot"", 'Serve the servants, oh no', 'Serve the servants, oh no', 'Serve the servants, oh no', 'Serve the servants', 'That legendary divorce is such a bore', 'As my bones grew they did hurt', 'They hurt really bad', 'I tried hard to have a father', 'But instead I had a dad', 'I just want you to know that I', ""Don't hate you anymore"", 'No, there is nothing I could say', ""That I haven't thought before"", 'Serve the servants, oh no', 'Serve the servants, oh no', 'Serve the servants, oh no', 'Serve the servants', 'That legendary divorce is such a bore', 'Serve the servants, oh no', 'Serve the servants, oh no', 'Serve the servants, oh no', 'Serve the servants', 'That legendary divorce is such a bore']"
Sifting,"['Afraid to grade', ""Wouldn't it be fun?"", 'Cross, self-loss', ""Wouldn't it be fun?"", 'Wet your bed', ""Wouldn't it be fun?"", 'Some fear none', ""Wouldn't it be fun?"", 'Your eyes', 'Teacher said', 'Your eyes', 'Teacher said', 'Your eyes', 'Teacher said', 'Preacher said', ""Don't have nothing for you"", ""Don't have nothing for you"", ""Don't have nothing for you"", ""Don't have nothing for you"", ""Don't have nothing for you"", ""Don't have nothing for you"", ""Don't have nothing for you"", 'Smell the smell', ""Wouldn't it be fun"", 'Search for a church', ""Wouldn't it be fun"", 'Wet your bed', ""Wouldn't it be fun"", 'Cold in gold', ""Wouldn't it be fun"", 'Your eyes', 'Teacher said', 'Your eyes', 'Teacher said', 'Your eyes', 'Preacher said', 'Preacher said', ""Don't have nothing for you"", ""Don't have nothing for you"", ""Don't have nothing for you"", ""Don't have nothing for you"", ""Don't have nothing for you"", ""Don't have nothing for you"", ""Don't have nothing for you""]"
Sliver,"['Mom and dad went to a show', ""They dropped me off at grandpa joe's"", ""I kicked and screamed, said: Please, don't go"", 'Grandma take me home!', 'Grandma take me home!', 'Grandma take me home!', 'Grandma take me home!', 'Grandma take me home!', 'Grandma take me home!', 'Grandma take me home!', 'Grandma take me home!', 'Had to eat my dinner there', 'Mashed potatos and stuff like that', ""I couldn't chew my meat too good"", 'Grandma take me home!', 'Grandma take me home!', 'Grandma take me home!', 'Grandma take me home!', 'Grandma take me home!', 'Grandma take me home!', 'Grandma take me home!', 'Grandma take me home!', ""Said: Why don't you stop your crying"", 'Go outside and ride your bike?', ""That's what I did, I killed my toe"", 'Grandma take me home!', 'Grandma take me home!', 'Grandma take me home!', 'Grandma take me home!', 'Grandma take me home!', 'Grandma take me home!', 'Grandma take me home!', 'Grandma take me home!', 'After dinner, I had ice cream', 'I fell asleep and watched TV', ""I woke up in my mother's arms"", 'Grandma take me home!', 'Grandma take me home!', 'Grandma take me home!', 'Grandma take me home!', 'Grandma take me home!', 'Grandma take me home!', 'Grandma take me home!', 'Grandma take me home!', 'Grandma take me home!', 'Grandma take me home!', 'Grandma take me home!', 'Grandma take me home!', 'Grandma take me home!', 'Grandma take me home!', 'Grandma take me home!', 'Grandma take me home!', 'Grandma take me home!', 'Grandma take me home!', 'Grandma take me home!', 'Wanna be alone!']"
Smells Like Teen Spirit,"['Load up on guns, bring your friends', ""It's fun to lose and to pretend"", ""She's over-bored and self-assured"", 'Oh, no, I know a dirty word', 'Hello, hello, hello, how low', 'Hello, hello, hello, how low', 'Hello, hello, hello, how low', 'Hello, hello, hello', ""With the lights out, it's less dangerous"", 'Here we are now, entertain us', 'I feel stupid and contagious', 'Here we are now, entertain us', 'A mulatto, an albino', 'A mosquito, my libido', 'Yeah, hey, yay', ""I'm worse at what I do best"", 'And for this gift I feel blessed', 'Our little group has always been', 'And always will until the end', 'Hello, hello, hello, how low', 'Hello, hello, hello, how low', 'Hello, hello, hello, how low', 'Hello, hello, hello', ""With the lights out, it's less dangerous"", 'Here we are now, entertain us', 'I feel stupid and contagious', 'Here we are now, entertain us', 'A mulatto, an albino', 'A mosquito, my libido', 'Yeah, hey, yay', 'And I forget just why I taste', 'Oh yeah, I guess it makes me smile', ""I found it hard, it's hard to find"", 'Well, whatever, nevermind', 'Hello, hello, hello, how low', 'Hello, hello, hello, how low', 'Hello, hello, hello, how low', 'Hello, hello, hello', ""With the lights out, it's less dangerous"", 'Here we are now, entertain us', 'I feel stupid and contagious', 'Here we are now, entertain us', 'A mulatto, an albino', 'A mosquito, my libido', 'A denial, a denial, a denial, a denial, a denial', 'A denial, a denial, a denial, a denial']"
Smells Like Teen Spirit (Boombox Version),"['Come out and play', 'Make up the rules', 'I know, I hope, the tide is blue', 'Though some are dead', ""I'll walk from you"", ""I know, I'll light"", 'The way to go', 'Hello, hello, hello, how low?', 'Hello, hello, hello', ""I'm a liar and I'm famous"", 'Here we are now, entertain us', 'I feel stuped and contagious', 'Here we are now, segregate us', 'A libido, an albino', 'A mulato, a mosquito', 'Here we are now, entertain us', ""I feel stuped and we're famous"", 'Yeah!', 'Hey!', 'Come out and play', 'Make up the rules', 'I know, I hope, to find the truth', ""We're wide awake and heavy feeling"", ""We'll go outside and pray for me"", 'Hello, hello, hello, how low?', 'Hello, hello, hello', ""I'm a liar and I'm famous"", 'Here we are now, entertain us', 'I feel stuped and contagious', 'Here we are now, entertain us', 'An albino,a mulato', 'A libido, a mosquito', 'Here we are now, entertain us', 'I feel stuped and famous', 'Yeah!', 'Hey!', 'Come out and play', 'Take off your clothes', 'Make up the rules', ""I'll see you in court"", 'And I will not embrace you', ""I'm now a lie, the same as you"", 'Hello, hello, hello, how low?', 'Hello, hello, hello', ""I'm a lazy and famous"", 'Here we are now, entertain us', ""I feel stuped and we're famous"", 'Here we are now, entertain us', 'A libido, an albino', 'A mosquito, a vagina', 'Here we are now, entertain us', 'We feel stuped and famous', 'A denial!']"
Something In The Way,"['Underneath the bridge', 'The tarp has sprung a leak', ""And the animals I've trapped"", 'Have all become my pets', ""And I'm living off of grass"", 'And the drippings from my ceiling', ""It's okay to eat fish"", ""'Cause they don't have any feelings"", 'Something in the way, hmm', 'Something in the way, yeah', 'Something in the way, hmm', 'Something in the way, yeah', 'Something in the way, hmm', 'Something in the way, yeah', 'Underneath the bridge', 'The tarp has sprung a leak', ""And the animals I've trapped"", 'Have all become my pets', ""And I'm living off of grass"", 'And the drippings from my ceiling', ""It's okay to eat fish"", ""'Cause they don't have any feelings"", 'Something in the way, hmm', 'Something in the way, yeah', 'Something in the way, hmm', 'Something in the way, yeah', 'Something in the way, hmm', 'Something in the way, yeah', 'Something in the way, hmm', 'Something in the way, yeah']"
Son Of A Gun,"['Up up up and down', 'Turn turn turn around', 'Round round round about... and over again', 'Gun gun son of a gun', 'You are the only one', 'Makes any difference what I say', 'Sun shines in my bedroom... when we play', 'the raining always starts... when you go away']"
Sound Of Dentage,"[""She says she's changed"", ""She says she's cured"", ""She says she's mine"", 'Bull...bull...', 'Come over here for a second', 'I want you to see something', 'Why is this happening to me?', 'Why is this real?', 'The sound of dentage and I know', 'The sound of dentage and I see', ""It's come to get me and I hope"", 'The sound of ??? is mine', ""She says she's changed"", ""She says she's cured"", ""She says she's mine"", 'Bull...bull', 'Come over here for a second', 'I want you to see something', 'Whe is this happening to me?', 'Why is this real?', 'The sound of dentage and I know', 'The sound of dentage and I see', ""It's come to get me and I hope"", 'The crafty bullet is mine', 'Had to throw up all day', 'Like to make experiments', 'Like to go and stock thee boiled carcass on my legs', 'Listen to me, to me', 'Listen to me, to me', 'Listen to me, to me', 'Come over here for a second', 'I want you to see something', 'Why is this happening to me?', 'Why is this real?', 'The sound of vengeance and I know', 'The sound of dentage and I see', ""It's come to get me and I know"", 'The sound vengeance is mine', 'Is mine... is mine... is mine...', 'Is mine...']"
Spank Thru,"['As the soft pretentious mountains', 'Glisten in the light of the trees', 'All the flowers sing in D minor', 'And the birds fly happily', ""We'll be together once again my love"", 'I need you back, oh baby baby', ""I can't explain just why we lost it from the start"", ""Living without you girl, you'll only break my heart"", 'I can feel it, I can hold it', 'I can bend it, I can shape it, I can mold it', 'I can cut it, I can taste it', 'I can spank it, I can beat and masturbate it', ""I've been looking for day glow"", 'Always hearing the same old', 'Sticky boredom with a book', ""I can make it do things you wouldn't think it ever could"", 'I can feel it, I can hold it', 'I can bend it, I can shape it, I can mold it', 'I can cut it, I can taste it', 'I can spank it, I can beat and ejaculate it', ""I've been looking for day glow"", 'Always hearing the same old', 'Sticky boredom with a book', ""I can make it do things you wouldn't think it ever could"", ""I've been looking for day glow"", 'Always hearing the same old', 'Sticky boredom with a book', ""I can make it do things you wouldn't think it ever"", ""You wouldn't think it ever could""]"
Spank Thru (Alternative Version),"[""There's a soft relentless mountains"", 'Glisten in the light of the trees', 'All the flowers have gingivitis', 'And the birds cry happily', ""We're to be together once again my love"", 'I need you back, oh baby baby', ""I can't explain just why we lost it from the start"", ""Living without you girl, you'll only break my heart"", 'I can feel it, I can hold it', 'I can bend it I can shape it, I can mold it', 'I can cut it, I can taste it', 'I can spank it, beat it, masturbate it', 'I been looking for day glow', 'Always hearing the same old', ""City boy won't you spank off"", ""I can make it do things you wouldn't think it ever could""]"
Spectre (Misery Loves Company),"['To hope is admittance', 'Feed before beginning', 'Double-sided cynics', 'Reflected image', ""Don't be so selfish"", 'Leaving me this', 'Follow it far', 'To find where you are', ""You haven't grown"", 'Go on alone', 'Never finished his sentence', 'Remained in seclusion', 'For the next few days', 'Family is circling', 'He having moved up', 'All the styles of heresy', 'Finally he appeared unexpectedly', 'Looking for company']"
Stain,"['Well he never bleeds and he never fucks', ""And he never leaves 'cause he's got bad luck"", 'Well he never reads and he never draws', ""And he never sleeps 'cause he's got bad blood yeah"", ""I'm a stain"", ""I'm a stain"", ""I'm a stain"", ""I'm a stain"", 'Well he never bleeds and he never fucks', ""And he never leaves 'cause he's got bad luck"", 'Well he never reads and he never draws', ""And he never sleeps 'cause he's got bad blood yeah"", ""I'm a stain"", ""I'm a stain"", ""I'm a stain"", ""I'm a stain"", ""I'm a stain"", ""I'm a stain"", ""I'm a stain"", ""I'm a stain"", 'Well he never bleeds and he never fucks', ""And he never leaves 'cause he's got bad luck"", 'Well he never reads and he never draws', ""And he never sleeps 'cause he's got bad blood yeah"", ""I'm a stain"", ""I'm a stain"", ""I'm a stain"", ""I'm a stain"", ""I'm a stain"", ""I'm a stain"", ""I'm a stain"", ""I'm a stain""]"
Stay Away,"['Monkey see, monkey do', ""(I don't know why)"", ""I'd rather be dead than cool"", ""(I don't know why)"", 'Every line ends in rhyme', ""(I don't know why)"", 'Less is more, love is blind', ""(I don't know why)"", 'Stay, stay away', 'Stay away', 'Stay away', 'Give an inch, take a smile', ""(I don't know why)"", 'Fashion shits, fashion style', ""(I don't know why)"", 'Throw it out and keep it in', ""(I don't know why)"", 'Have to have poison skin', ""(I don't know why)"", 'Stay, stay away', 'Stay away', 'Stay away', ""I don't know why"", ""I don't know why"", 'Stay, stay', 'Stay away', 'Stay away', 'Monkey see, monkey do', ""(I don't know why)"", ""I'd rather be dead than cool"", ""(I don't know why)"", 'Every line ends in rhyme', ""(I don't know why)"", 'Less is more, love is blind', ""(I don't know why)"", 'Stay, stay away', 'Stay away', 'Stay away', 'Stay, stay away', 'Stay away', 'Stay away', 'Stay away', 'Stay away', 'Stay away', 'Stay away', 'Stay away', 'God is gay']"
Suicide Samurai,"['Blew your lace', 'uh as you darn into', 'uh as you love me, poise you', 'lady our lakes are blushing by your hate!', 'I was yours and guilty', 'if you lift the jewelries', 'special time as you can be', 'too much of this parade', 'uuh... ooh... hey... ooh...', 'I was yours and not sure', 'you had done into', 'you got me into endorcy', 'your legs are ignorate', 'I was your intention', 'or a drop dead', 'wish you got me, on the river', ""that's where lunch is, lunch is paid"", 'uuh... ooh... uuh... ooh...']"
Swap Meet,"['They live a lifestyle that is comfortable', 'They travel far to keep their stomachs full', 'They make a living off of arts and crafts', 'The kind with seashells, driftwood and burlap', 'They make a deal when they would come to town', 'The Sunday swap meet is a battleground', 'She loves it more than he will ever know', 'He loves her more than he will ever show', 'Keeps his cigarettes close to his heart', 'Keeps her photographs close to her heart', 'Keeps the bitterness close to the heart', 'They live a lifestyle that is comfortable', 'They travel far to keep their stomachs full', 'They make a living off of arts and crafts', 'The kind with seashells, driftwood and burlap', 'They make a deal when they would come to town', 'The Sunday swap meet is a battleground', 'She loves it more than he will ever know', 'He loves her more than he will ever show', 'Keeps his cigarettes close to his heart', 'Keeps her photographs close to her heart', 'Keeps the bitterness close to the heart', 'They live a lifestyle that is comfortable', 'They travel far to keep their stomachs full', 'They make a living off of arts and crafts', 'The kind with seashells, driftwood and burlap', 'They make a deal when they would come to town', 'The Sunday swap meet is a battleground', 'She loves it more than he will ever know', 'He loves her more than he will ever show', 'Keeps his cigarettes close to his heart', 'Keeps her photographs close to her heart', 'Keeps the bitterness close to the heart']"
Talk To Me,"['Shake it down easy, shake it down sleazy, come on', 'Shake it down easy, shake yourself, Suzy, come on', ""Don't let me detain you"", 'Try to ride along', ""Don't you lie, knowing"", 'I am not sad', 'I am not silly', ""I am not chippin'"", ""I am not chippin' away"", 'Talk to me', 'In your own language, please', 'In your own', 'Talk to me', 'In your own language please', 'Shake it down easy, make it sound seamy, doll man', 'Make it sound now, make it full house, sad man', 'Leader of the band', 'Makes a mental hell', ""I won't weather it well"", 'Well I never', 'Saw it with my arm', 'Paint it with my heart', 'Paint it with my eyes and make it right', 'Talk to me', 'In your own language, please', 'In your own', 'Talk to me', 'In your own language please', 'Lay down easy, lay it down seamy, sad man', 'Lay down easy, lay it down seamy, sad man', ""You don't want to hear this"", ""Nothin' but a whore"", 'I will play the leader', 'With pain', ""Now you know I'm needy"", 'Lay them down easy', 'Lay them down easy', 'Talk to me', 'In your own language, please', 'In your own', 'Talk to me', 'In your own language, please', 'In your own', 'Talk to me', 'In your own language, please', 'In your own', 'Talk to me', 'In your own language, please']"
Territorial Pissings,"['(Come on people now', 'Smile on your brother', 'Everybody get together', 'Try to love one another right now)', 'When I was an alien', 'Cultures were not opinions', ""Gotta find a way, find a way, when I'm there"", ""Gotta find a way, a better way, I'd better wait"", 'Never met a wise man', ""If so it's a woman"", ""Gotta find a way, find a way, when I'm there"", ""Gotta find a way, a better way, I'd better wait"", ""Gotta find a way, find a way, when I'm there"", ""Gotta find a way, a better way, I'd better wait"", ""Just because you're paranoid"", ""Don't mean they're not after you"", ""Gotta find a way, find a way, when I'm there"", ""Gotta find a way, a better way, I'd better wait"", ""Gotta find a way, find a way, when I'm there"", ""Gotta find a way, a better way, I'd better wait"", ""Gotta find a way, find a way, when I'm there"", ""Gotta find a way, a better way, I'd better wait"", ""Gotta find a way, find a way, when I'm there"", ""Gotta find a way, a better way, I'd better wait""]"
The End,"['This is the end ', 'My only friend, the end ', 'This is the end ', 'My only friend, the end ', ""I'll offer you ? sexual, you can do anything "", 'I was walking through sex symbolism and a masculine man ', 'You can deface my grave my friend (You can rephrase my friend?) ', 'The killer woke up in Belgium ', 'And he poured a lot of syrup on his waffles ', 'And then he walked on down the hall ', 'And he said all I want is to have some hash browns and some grits ', 'And then he walked on down the hall ', ""And then he said listen I've got a quarter in my pocket "", 'And I see that waffle house jukebox ', ""And I'm gonna walk up to the coin slot "", ""And there's a direct line between my pupil and that coin slot "", 'And I lift that quarter out of my pocket ', 'And I said I wanna hear the waffle house theme ', 'So I walked up to the jukebox and I said ', 'Come on you (come on in?) ', 'I believe I will (I believe I will) ', 'Walk to the waffle house']"
The Man Who Sold The World,"['We passed upon the stairs', 'We spoke of was and when', ""Although I wasn't there"", 'He said I was his friend', 'Which came as a surprise', 'I spoke into his eyes', 'I thought you died alone', 'A long, long time ago', 'Oh, no, not me', 'We never lost control', ""You're face to face"", 'With the man who sold the world', 'I laughed and shook his hand', 'And made my way back home', 'I searched from form and land', 'For years and years I roamed', 'I gazed the gazeless stare', 'We walked a millions hills', 'I must have died alone', 'A long, long time ago', 'Who knows? Not me', 'I never lost control', ""You're face to face"", 'With the man who sold the world', 'Who knows? Not me', 'We never lost control', ""You're face to face"", 'With the man who sold the world']"
The Money Will Roll Right In,"[""I'm going to Hollywood"", ""They'll know I'm so good"", ""And you'll know how I fell"", ""And I'll get to fuck Brooke Shields"", ""But I'll just sit and grin"", 'The money will roll right in', 'I wanna be a star', ""I'm going to have a car"", ""And you'll have to admit"", ""I'll be rich as shit"", ""But I'll just sit and grin"", 'The money will roll right in', ""But I'll just sit and grin"", 'The money will roll right in', ""I would've give you some"", ""If you only would've treated me nice"", ""And you'll expect you did"", ""And you'll feel pretty stupid"", ""But I'll just sit and grin"", 'The money will roll right in', ""But I'll just sit and grin"", 'The money will roll right in']"
The Other Improv,"[""It's an odd alliance"", ""It's another light I say"", 'What alone tonight', 'Even if my eyes', 'Even have some time', 'Bet it all tonight', 'Listen I have been banging away', 'Even if you had a sight', 'My', ""It's mad enough tonight"", 'And forests have never grown', ""It's another light"", 'And I can never have mine', ""It's not mine"", ""It's not mine"", 'Instead I hide', ""I've been here for my friends"", 'I never know if I said', 'Watching out for me', 'When I can love you', 'Have your way', 'And she might as well know I', 'Seem more high', 'High', 'Than', 'I said minerals will make the world', 'If we did not have chemicals', 'You would not be writing my death certificate', 'Biting is my friend', 'My dog left me a sand send', 'One more day than I can plan', 'Ends safe from you', 'Biting ass a lie friend', 'When I will never have a friend', 'Biting silent as a man', 'His silence setting up around', 'And she improvised', 'And she was supervised', 'I was a rised', 'Or arosed', 'Or a rose', 'Or a rose', 'Or aroused', 'And fine', 'Fine line', 'When I', 'Said night time', 'When I', 'Could never kind', 'And I', 'My milk is your shit', 'My milk is your shit', ""It's hard and boiled"", 'And sour all again', 'My milk is your shit', 'It revolves', 'It evolves', ""Cause it's biting out what would"", 'My milk is your shit', 'My milk is piss', ""Don't you love that I can bite""]"
The Priest They Called Him,"['""Fight tuberculosis, folks."" Christmas Eve, an old', 'junkie selling Christmas seals on North Park Street.', 'The ""Priest,"" they called him. ""Fight tuberculosis, folks.""', 'People hurried by, gray shadows on a distant wall.', 'It was getting late and no money to score.', 'He turned into a side street and the lake wind hit him like a knife.', 'Cab stop just ahead under a streetlight.', 'Boy got out with a suitcase. Thin kid in prep school clothes,', 'familiar face, the Priest told himself, watching from the doorway.', '""Remindsme of something a long time ago."" The boy, there, with his overcoat unbuttoned, reaching into his pants pocket for the cab fare.', 'The cab drove away and turned the corner. The boy went inside', 'a building. ""Hmm, yes, maybe"" - the suitcase was there in the doorway.', 'The boy nowhere in sight. Gone to get the keys, most likely,', 'have to move fast. He picked up the suitcase and started for the corner.', ""Made it. Glanced down at the case. It didn't look like the case the boy had,or any boy would have. The Priest couldn't put his finger on what was so old about the case. Old and dirty, poor quality leather, and heavy.Better see what's inside. He turned into Lincoln Park, found an"", 'empty place and opened the case. Two severed human legs that belonged to', 'a young man with dark skin. Shiny black leg hairs glittered in the', 'dim streetlight. The legs had been forced into the case and he had to use his knee on the back of the case to shove them out. ""Legs, yet,""', 'he said, and walked quickly away with the case.', 'Might bring a few dollars to score.', 'The buyer sniffed suspiciously.', '""Kind of a funny smell about it."" ""It\'s just Mexican leather.""', '""Well, some joker didn\'t cure it.""', 'The buyer looked at the case with cold disfavor.', '""Not even right sure he killed it, whatever it is.', 'Three is the best I can do and it hurts. But since this is Christmas', 'and you\'re the Priest..."" he slipped three bills under the table into the Priest\'s dirty hand. The Priest faded into the street shadows, seedy', ""and furtive. Three cents didn't buy a bag, nothing less than a nickel."", 'Say, remember that old Addie croaker told me not to come back unless', ""I paid him the three cents I owe him. Yeah, isn't that a fruit for ya,"", 'blow your stack about three lousy cents.', 'The doctor was not pleased to see him.', '""Now, what do you WANT? I TOLD you!""', 'The Priest laid three bills on the table. The doctor put the', 'money in his pocket and started to scream.', '""I\'ve had TROUBLES! PEOPLE have been around!', 'I may lose my LICENSE!"" The Priest just sat there, eyes, old and heavy with years of junk, on the doctor\'s face.', '""I can\'t write you a prescription."" The doctor jerked open a drawer', 'and slid an ampule across the table. ""That\'s all I have in the OFFICE!""', 'The doctor stood up. ""Take it and GET OUT!"" he screamed, hysterical.', ""The Priest's expression did not change."", 'The doctor added in quieter tones, ""After all, I\'m a professional man,', 'and I shouldn\'t be bothered by people like you.""', '""Is that all you have for me? One lousy quarter G? Couldn\'t you lend', 'me a nickel...?"" ""Get out, get out, I\'ll call the police I tell you.""', '""All right, doctor, I\'m going.""', 'Of course it was cold and far to walk,', 'rooming house, a shabby street, room on the top floor.', '""These stairs,"" coughed the Priest there, pulling himself up along the', 'bannister. He went into the bathroom, yellow wall panels,', 'toilet dripping, and got his works from under the washbasin.', 'Wrapped in brown paper, back to his room, get every drop in the dropper.', 'He rolled up his sleeve. Then he heard a groan from next door,', 'room eighteen. The Mexican kid lived there, the Priest had passed him on', 'the stairs and saw the kid was hooked, but he never spoke, because he', ""didn't want any juvenile connections, bad news in any language."", 'The Priest had had enough bad news in his life.', 'He heard the groan again, a groan he could feel, no mistaking that groan', 'and what it meant. ""Maybe he had an accident or something.', ""In any case, I can't enjoy my priestly medications with that sound coming"", 'through the wall."" Thin walls you understand. The Priest put down his', 'dropper, cold hall, and knocked on the door of room eighteen.', '""Quien es?"" ""It\'s the Preist, kid, I live next door.""', 'He could hear someone hobbling across the floor.', 'A bolt slid. The boy stood there in his underwear shorts, eyes black with pain. He started to fall. The Priest helped him over to the bed.', '""What\'s wrong, son?"" ""It\'s my legs, senor, cramps, and now I am without', 'medicine."" The Priest could see the cramps, like knots of wood there', 'in the young legs, dark shiny black leg hairs.', '""A few years ago I damaged myself in a bicycle race,', 'it was then that the cramps started."" And now he has the leg cramps back', 'with compound junk interest. The old Priest stood there, feeling the boy', 'groan. He inclined his head as if in prayer, went back and got his dropper.', '""It\'s just a quarter G, kid."" ""I do not require much, senor.""', 'The boy was sleeping when the Priest left room eighteen.', 'He went back to his room and sat down on the bed.', 'Then it hit him like heavy silent snow. All the gray junk yesterdays.', 'He sat there received the immaculate fix. And since he was himself a priest,', 'there was no need to call one.']"
The Rose,"['Some say love, it is a river,', 'That drowns the tender reed.', 'Some say love, it is a razor,', 'That leaves your soul to bleed.', 'Some say love, it is a hunger,', 'An endless aching need,', 'I say love, it is a flower,', ""And you it's only seed."", ""It's the heart, afraid of breaking,"", 'That never, learns to dance.', ""It's the dream, afraid of waking,"", 'That never, takes the chance.', ""It's the one, who won't be taken,"", 'Who cannot, seem to give.', 'And the soul, afraid of dying,', 'That never, learns to live.', 'When the night has, been to lonely,', 'And the road has been to long.', 'That you think that love is only,', 'For the lucky and the strong.', 'Just remember in the winter,', 'Far beneath the bitter snows,', 'Lies the seed that with the suns love,', 'In the spring becomes the rose.']"
They Hung Him On A Cross,"['They hung him on a cross', 'They hung him on a cross for me', 'One day when I was lost', 'They hung him on a cross', 'They hung him on a cross for me', 'They whooped him up the hill', 'They whooped him up the hill for me', 'One day when I was lost', 'They hung him on a cross', 'They whooped him up the hill for me', 'They never said among them would', 'They never said among them would for me', 'One day when I was lost', 'They hung him on a cross', 'They hung him on a cross for me', 'They bit him in the side', 'They bit him in the side for me', 'One day when I was lost', 'They hung him on a cross', 'They hung him on a cross for me', 'They hung his head and died', 'We hung his head and died for me', 'One day when I was lost', 'They hung him on a cross', 'They hung him on a cross for me']"
Token Eastern Song,"[""I'm not gonna make it through"", 'Something else is something new', ""I'm not gonna make it dream"", 'Suicide is something mean', ""I'm not gonna make it through"", ""It's something else, it's something new"", ""I'm not gonna make it through"", ""It's something else, it's something new"", 'Hold it in your gut', ""I'm not gonna make it through"", 'Something else is something new', ""I'm not gonna make it scream"", 'Suicide is something mean', ""I'm not gonna make it through"", ""Something else, it's something new"", ""I'm not gonna make it dream"", ""In this house it's something mean"", 'Hold it in your gut']"
Tourette's,"['May day, every day, my day', ""Could've had a heart attack, my heart"", ""We don't know anything, my heart"", 'We all want something fair, my heart', 'Hey', 'Hey', 'Hey', 'Hey', 'Hey', 'Out of town, out of sight, is my heart', 'Queen of lies, today, my heart', 'One more on the phone, my heart', 'One more at the door of my heart', 'Hey', 'Hey', 'Hey', 'Hey', 'Hey', 'Mean heart', 'Cold heart', 'Cold heart', 'Cold heart', 'Cold heart', 'Cold heart', 'Cold heart', 'Cold heart', 'Yeah', 'Uhh']"
Turnaround,"['Take a step outside yourself', 'And you turn around', 'Take a look at who you are', ""It's pretty scary"", 'So silly', ""It's revolting"", ""You're not much"", ""If you're anything"", 'Take a step outside the city', 'And you turn around', 'Take a look at where you are', ""It's revolting!"", ""You're really nowhere"", 'So wastefull', 'So foolish', 'Poppycock!', ""Who said don't look back?"", ""Don't believe 'em"", 'Go for that crazy sounding restaurant', ""'Cause they're gonna try and get behind you"", ""Don't you let 'em do it"", ""You know what I'm talking about?"", 'You hear me talking?', 'You hear me talking?!', ""It's pretty scary, totally, it's so revolting"", ""It's pretty scary, totally, it's so revolting"", ""It's pretty scary, totally, it's so revolting"", ""It's pretty scary, totally, it's so revolting"", 'Naaah!', 'Take a step outside the country', 'And you turn around', 'Take a look at where you are', ""It's amazing"", 'Take a good look', ""You're no big deal"", ""You're so petty"", ""It's a laugh"", 'Take a step outside the planet', 'Turn around and around', 'Take a look at where you are', ""It's pretty scary""]"
Twist And Shout,"['Well, shake it up baby now', 'Twist and shout', 'Come on, come on, come, come on baby now', 'Come on and work it on out', 'Well work it on out, honey', 'You know you look so good', ""You know you got me goin' now"", 'Just like I knew you would', 'Well, shake it up baby now', 'Twist and shout', 'Come on, come on, come, come on baby now', 'Come on and work it on out', 'You know you twist, little girl', 'You know you twist so fine', 'Come on and twist a little closer now', ""And let me know that you're mine, woo"", 'Ah, ah, ah, ah', 'Yeah, shake it up baby now', 'Twist and shout', 'Come on, come on, come, come on baby now', 'Come on and work it on out', 'You know you twist, little girl', 'You know you twist so fine', 'Come on and twist a little closer now', ""And let me know that you're mine"", 'Well shake it, shake it, shake it baby now', 'Well shake it, shake it, shake it baby now', 'Well shake it, shake it, shake it baby now', 'Ah, ah, ah, ah']"
Vendetagainst,"['Surly', 'I am so surly, and I am so surly', 'And come on life in, and come on deaaaath', 'ohaaaaaahhhh, ohaaaaaaaahahah, ohaaaaaaoooohoh', 'Surly, and I am so surly, and I am so surly', 'And come on life in, and come on ...', 'Noooooooooooo, noooooooooo, nooooooooooo, nooooooooooo', 'Surly, and I am so surly, and I am so surly', 'And I am so surly, oooooaaaaaahhhh', 'Deaaaaaaaath, deaaaaaath, deaaaaaaaaath, deaaaaaaaaaaath', 'Come on death, come on death, come on death, come on death', 'Surly, surly, surly, surly', ""I'm does finishing to hell"", ""And I'm does, and I'm does hell, hell, heeelllllllll"", 'Come on death (x4) -- ohaaaaaaaahh', 'Come on death (x4) -- deaaaaaaaaaaath']"
Verse Chorus Verse,"['Neither side is sacred', 'No one wants to win', 'Feeling so sedated', ""Think I'll just give in"", 'Taking medication', ""Till our stomach's full"", 'Neither side is sacred', 'Crawling in my hole', 'The grass is greener', 'Over here', ""You're the fog that"", 'Keeps me clear', 'Re-inventing', 'What we knew', 'Take the time', ""And I'll be true"", ""You're the reason"", 'I feel pain', 'Feels so good to', 'Feel again', 'Neither side is sacred', 'No one wants to win', 'Feeling so sedated', ""But I can't give in"", 'Taking medication', ""Till our stomach's full"", ""Feelin' so sedated"", ""When I'm in my home"", 'The grass is greener', 'Over here', ""You're the fog that"", 'Keeps it clear', 'Re-inventing', 'What we knew', 'Take the time', 'We will too', ""You're the reason"", 'I feel pain', 'Feels so good to', 'Feel again', 'Oh', 'Neither side is sacred', 'No one wants to win', 'Feeling so sedated', 'But I just give in', 'Taking medication', ""Till our stomach's full"", ""Feelin' so sedated"", 'Crawling in my home', 'The grass is greener', 'Over here', ""You're the fog that"", 'Keeps it clear', 'Re-inventing', 'What we knew', 'Learn from history', 'I will too', ""You're the reason"", 'I feel pain', 'Feels so good to', 'Feel again', 'Oh']"
